pitch_type,release_speed,release_spin_rate,release_pos_z,release_pos_x,spin_axis,SeamLat,SeamLon,pfx_x,pfx_z
FF,92.8,2332,6.17,-1.61,205,-3.8967309345375685,71.01543278634546,-0.53,1.11
FF,93.7,2231,6.06,-2.85,198,-3.406167002389437,75.6191805725806,-0.37,1.16
FF,94.1,2297,6.19,-2.67,200,-4.849695067244756,71.2426247870385,-0.46,1.26
FF,95.6,2332,6.11,-1.79,202,-2.9754104711323954,66.31512286326837,-0.53,1.3
FF,94.0,2300,6.2,-1.73,201,-1.22867541382257,67.50383761579293,-0.52,1.36
FF,93.4,2384,6.1,-1.89,198,-3.385207461602651,74.34557286067894,-0.39,1.23
FF,93.8,2302,6.2,-2.95,206,-4.477505258063778,55.63328528041196,-0.76,1.53
FF,94.1,2387,6.4,-2.71,208,-5.38023689061938,57.720335146692015,-0.74,1.39
FF,94.1,2333,6.35,-2.77,210,-5.356754105622149,59.68243161876635,-0.76,1.3
FF,92.1,2232,6.19,-1.7,207,-4.282782189731495,64.923756787933,-0.65,1.28
FF,92.5,2221,6.35,-1.68,206,-4.418974904590533,64.23311446450198,-0.65,1.34
FF,92.8,2192,6.31,-2.87,200,-4.993821792683946,73.09836747203602,-0.43,1.2
FF,92.9,2178,6.21,-3.02,200,-3.0313706143666033,70.93537642904738,-0.46,1.26
FF,93.9,2231,6.36,-2.82,204,-4.434079969728172,64.73776170317977,-0.58,1.31
FF,91.4,2186,6.25,-2.9,204,-2.461725503677755,70.9126051600217,-0.53,1.17
FF,94.3,2362,6.03,-1.78,203,-3.4091575458869245,65.29677349101416,-0.56,1.33
FF,94.6,2298,6.18,-1.88,204,-2.4244116156794866,65.20496149089817,-0.57,1.31
FF,93.2,2385,6.24,-1.77,202,-3.1574728739987026,66.33004505421137,-0.55,1.38
FF,93.4,2254,6.15,-1.73,196,-2.7395283344815944,74.83240925913833,-0.37,1.28
FF,96.2,2309,6.13,-2.71,215,-5.813475847754759,48.184819670134075,-0.95,1.36
FF,95.4,2202,6.26,-2.61,209,-3.854273040132089,64.49539702841818,-0.64,1.14
FF,95.2,2223,6.24,-2.73,204,-2.7377806971073295,69.29426431859798,-0.52,1.15
FF,94.2,2336,6.11,-3.02,201,-4.1457131426103,66.22548307845746,-0.54,1.37
FF,93.8,2157,6.19,-2.84,203,-3.9577884812259403,73.89597937098141,-0.44,1.03
FF,93.7,2309,6.21,-3.01,201,-4.216006935158278,65.62953714967296,-0.54,1.41
FF,93.1,2281,6.14,-1.91,203,-3.1257729271740886,70.90504763309632,-0.51,1.18
FF,92.9,2295,6.23,-1.76,205,-4.1544225165867354,65.62301120433477,-0.62,1.3
FF,93.3,2166,6.28,-1.8,200,-2.823286367677038,74.52636953861202,-0.41,1.14
FF,96.0,2390,6.19,-1.84,206,-1.6760643654356377,65.5824566893017,-0.59,1.18
FF,95.0,2461,6.23,-2.87,196,-3.9572432469735794,73.81534621841759,-0.37,1.26
FF,94.9,2416,6.28,-2.82,194,-5.444701030901347,73.27922286838368,-0.34,1.38
FF,94.8,2329,6.29,-1.62,197,-3.67243208795904,76.02248608114354,-0.35,1.13
FF,93.0,2332,6.21,-1.81,194,-2.7904972795888834,78.97864721304282,-0.29,1.17
FF,94.2,2294,6.08,-1.96,207,-3.644508836658665,68.44199101237159,-0.56,1.1
FF,93.2,2162,6.14,-1.97,202,-2.6723141047660097,72.67281755556931,-0.46,1.14
FF,93.9,2302,6.09,-1.9,201,-4.4742924515205,69.92363274560496,-0.49,1.24
FF,93.5,2070,6.1,-2.72,198,-4.339941109383148,79.10848261933636,-0.31,0.96
